iter	MultiClass
0	0.9640187245
1	0.8589228242
2	0.7708156745
3	0.6999540856
4	0.6416563706
5	0.5895744671
6	0.5437907189
7	0.5018224599
8	0.4649164967
9	0.4321029258
10	0.4017473496
11	0.3745021725
12	0.3501031471
13	0.3288317568
14	0.307850719
15	0.289861941
16	0.2731981985
17	0.2580778521
18	0.2447527985
19	0.231333041
20	0.2193480992
21	0.2094104936
22	0.1986940354
23	0.189329194
24	0.1805350982
25	0.1739360276
26	0.1660339393
27	0.1597337007
28	0.153298314
29	0.1470569255
30	0.1414522552
31	0.1362658618
32	0.1318226028
33	0.1270054564
34	0.1229663456
35	0.1188932115
36	0.1155370706
37	0.113161091
38	0.1096108507
39	0.1065115554
40	0.1037296508
41	0.1007498297
42	0.0985049628
43	0.0959932063
44	0.09385379922
45	0.09114521755
46	0.0891976474
47	0.08708788352
48	0.08470601805
49	0.0830230005
50	0.08187277164
51	0.08113433642
52	0.07927551179
53	0.07773662988
54	0.07651283925
55	0.07506042254
56	0.07363971049
57	0.07212687293
58	0.07086223693
59	0.06933586717
60	0.06799061327
61	0.06687531566
62	0.06585194435
63	0.06455185882
64	0.06352332838
65	0.06243477589
66	0.06152711276
67	0.06024438703
68	0.05926366112
69	0.0585691925
70	0.05797409235
71	0.05734535265
72	0.056625979
73	0.0560127146
74	0.05514808536
75	0.05426545465
76	0.05368087947
77	0.0531111654
78	0.05279982694
79	0.05204707965
80	0.05142273196
81	0.0510951153
82	0.0506738695
83	0.05035064099
84	0.04998777715
85	0.04939002771
86	0.04894512337
87	0.04833679042
88	0.04768256101
89	0.04698928902
90	0.04644552542
91	0.04581826603
92	0.04536202167
93	0.04480753473
94	0.04458363118
95	0.04409741804
96	0.04370709927
97	0.04351616124
98	0.04296999348
99	0.04283040784
100	0.04241508411
101	0.04205456207
102	0.04160284809
103	0.04111708034
104	0.0408459097
105	0.04033127497
106	0.03999540415
107	0.03974837809
108	0.03953108184
109	0.03907440692
110	0.0387338164
111	0.03826354362
112	0.03790115157
113	0.03759108008
114	0.03736652999
115	0.03697056508
116	0.03668172418
117	0.03634794639
118	0.0360488813
119	0.03596767083
120	0.0356040424
121	0.03521458522
122	0.0350745191
123	0.03467119477
124	0.03440280051
125	0.03404780945
126	0.03387252286
127	0.03370913447
128	0.03348660257
129	0.0333997024
130	0.03310505329
131	0.03295613673
132	0.03260766249
133	0.03242682579
134	0.03216275378
135	0.03175986508
136	0.0316179923
137	0.03152481347
138	0.03115593218
139	0.03089525493
140	0.03081679842
141	0.03050111993
142	0.03017483784
143	0.02987180676
144	0.02974592098
145	0.02943624218
146	0.02919775997
147	0.02906424662
148	0.02900099458
149	0.02884128095
150	0.02877901669
151	0.02854786718
152	0.02839001497
153	0.02833311503
154	0.02818921854
155	0.02794614645
156	0.02779584959
157	0.02742542881
158	0.02727248477
159	0.02710918003
160	0.02680705187
161	0.02674419867
162	0.0266726326
163	0.02663914636
164	0.02653008412
165	0.02621145489
166	0.02613088412
167	0.02595831593
168	0.02579794564
169	0.02565631327
170	0.02561018558
171	0.02557853075
172	0.02543108386
173	0.02513871701
174	0.02509688725
175	0.02487799409
176	0.02475326264
177	0.0245883106
178	0.02438083266
179	0.02416643478
180	0.02400966568
181	0.02396741815
182	0.02371213054
183	0.02363480918
184	0.02354664296
185	0.0233555353
186	0.0233207482
187	0.02313267234
188	0.02302207146
189	0.02285179359
190	0.02269562979
191	0.02254632099
192	0.02242167929
193	0.02220322954
194	0.02212493937
195	0.02199549411
196	0.02185777464
197	0.02179361628
198	0.02167336406
199	0.02147088852
200	0.0214151987
201	0.02135126123
202	0.02129189506
203	0.02117207233
204	0.02103597446
205	0.0208596217
206	0.02075261428
207	0.02056853279
208	0.02050252392
209	0.02031664051
210	0.02019114465
211	0.02007721726
212	0.01999157034
213	0.0198492864
214	0.01976024978
215	0.01964366942
216	0.01957797482
217	0.01945702398
218	0.01936122263
219	0.01926430802
220	0.01919214743
221	0.01913764855
222	0.01908791188
223	0.01900114031
224	0.01894740923
225	0.01890721806
226	0.01883648042
227	0.01878508194
228	0.01868026344
229	0.01858609342
230	0.01850302617
231	0.01844701625
232	0.01840084909
233	0.01832150608
234	0.0182698264
235	0.018189502
236	0.01814044817
237	0.01801188196
238	0.01795811612
239	0.0178670838
240	0.01778432681
241	0.01770951516
242	0.01756235662
243	0.01748563029
244	0.01744537691
245	0.01740542627
246	0.01732234549
247	0.01730342989
248	0.01722599037
249	0.01718624784
250	0.01703095351
251	0.01694894471
252	0.01688586103
253	0.01678831006
254	0.01673147223
255	0.01668777016
256	0.01659436578
257	0.01651494712
258	0.01648102332
259	0.01645743591
260	0.01641587408
261	0.01635395702
262	0.01626656885
263	0.01619729848
264	0.01611101643
265	0.01606549323
266	0.01598776275
267	0.01591666059
268	0.01584520823
269	0.01579445943
270	0.01569023887
271	0.01564778611
272	0.01559333854
273	0.0155795559
274	0.01556540172
275	0.01549868684
276	0.01543383721
277	0.01535667206
278	0.01528246574
279	0.01525950769
280	0.01523422947
281	0.01519545611
282	0.01511242247
283	0.01508201826
284	0.0150569904
285	0.01500012158
286	0.0149684096
287	0.01490013424
288	0.01486986884
289	0.01482062987
290	0.01477599789
291	0.01471145098
292	0.01464845268
293	0.01462868828
294	0.01458639431
295	0.01452259545
296	0.01447034494
297	0.01439545738
298	0.01437098355
299	0.01432124202
300	0.01427229437
301	0.01419221457
302	0.01417757343
303	0.01412284926
304	0.01404881798
305	0.01400005386
306	0.013948588
307	0.01392151391
308	0.01386376993
309	0.01377857972
310	0.01373750384
311	0.01369776053
312	0.01365720647
313	0.013627438
314	0.01359215109
315	0.01354253878
316	0.01348239366
317	0.01346052733
318	0.01341420684
319	0.0133829039
320	0.01333717637
321	0.01330863518
322	0.01327455648
323	0.01326038885
324	0.0132256644
325	0.01318845174
326	0.01314306888
327	0.01311879872
328	0.01309456881
329	0.0130676401
330	0.01301309627
331	0.01299257744
332	0.01294436561
333	0.01291231647
334	0.01289810388
335	0.01286401418
336	0.01284412782
337	0.01280757047
338	0.01278312345
339	0.01273984972
340	0.01268214807
341	0.01264163739
342	0.01259626945
343	0.01255031037
344	0.01250777676
345	0.01247391024
346	0.01244592831
347	0.01242477789
348	0.01241073887
349	0.01240202566
350	0.01231957695
351	0.0122935989
352	0.0122328132
353	0.01222001777
354	0.01221309711
355	0.01217651154
356	0.01214604892
357	0.01210499098
358	0.01207148183
359	0.01204724639
360	0.01198492725
361	0.01196512549
362	0.01194498694
363	0.0119233055
364	0.0119104347
365	0.01188471066
366	0.01184624485
367	0.01180949311
368	0.01177525999
369	0.01176183865
370	0.01172392702
371	0.01167363453
372	0.01163119994
373	0.01159829032
374	0.01157452616
375	0.01154921529
376	0.01152748497
377	0.01151322559
378	0.01148200518
379	0.01145173261
380	0.01143128348
381	0.01140752932
382	0.01136151477
383	0.01132750413
384	0.01127927359
385	0.01123265837
386	0.0112190719
387	0.01118801946
388	0.01116244952
389	0.01113834141
390	0.0111073527
391	0.01108621552
392	0.01105718624
393	0.01103135773
394	0.01098973587
395	0.01095115076
396	0.01091645592
397	0.01089229221
398	0.01085839566
399	0.01082959745
400	0.01080648613
401	0.01076201461
402	0.01074618726
403	0.0107058236
404	0.01068004776
405	0.01063800028
406	0.01061348545
407	0.01058626666
408	0.01055677315
409	0.01051322979
410	0.01050028876
411	0.01046294072
412	0.01044438836
413	0.01041842996
414	0.01037211006
415	0.01032638858
416	0.0103126313
417	0.01029200467
418	0.01028177055
419	0.01024510187
420	0.01020984946
421	0.01017178505
422	0.01015956188
423	0.01014271101
424	0.01011096311
425	0.01010130014
426	0.01006363053
427	0.01003184858
428	0.01000755842
429	0.009992788294
430	0.009971066259
431	0.009948864
432	0.009932288906
433	0.009911646633
434	0.009880341455
435	0.009858495914
436	0.009826712437
437	0.009803001041
438	0.009781001826
439	0.009752798787
440	0.00973810281
441	0.009712260742
442	0.009694426666
443	0.009667367271
444	0.009649063541
445	0.009637020571
446	0.009616949146
447	0.009593562066
448	0.009558603575
449	0.009539960586
450	0.009526973181
451	0.009507752181
452	0.009482374183
453	0.009463269716
454	0.009448531484
455	0.009440640163
456	0.009422726186
457	0.009400147748
458	0.009380415805
459	0.009356230001
460	0.009326866724
461	0.009311056153
462	0.009276319048
463	0.00926021961
464	0.009237360229
465	0.00921461563
466	0.009196652319
467	0.009173294814
468	0.009154334414
469	0.009129817369
470	0.009112515039
471	0.009101427314
472	0.009079017784
473	0.009068241352
474	0.009031064486
475	0.009015810168
476	0.008973372766
477	0.008960719082
478	0.008940712546
479	0.008915305164
480	0.008893624006
481	0.00887726774
482	0.008854523227
483	0.008828290119
484	0.008816895883
485	0.008808828885
486	0.008790266346
487	0.008738591947
488	0.008721386532
489	0.008705233813
490	0.008675005497
491	0.008644242293
492	0.008622494247
493	0.008605824849
494	0.008596733003
495	0.008584967999
496	0.0085714925
497	0.008545600991
498	0.008537717303
499	0.008520720301
500	0.008509877563
501	0.008472299775
502	0.008432147461
503	0.008415341742
504	0.008399624641
505	0.00838370091
506	0.008357491054
507	0.008313787139
508	0.008291491688
509	0.008278721205
510	0.008262928617
511	0.008248644325
512	0.008227665009
513	0.008216046598
514	0.008194672114
515	0.008182415389
516	0.008171974692
517	0.008167997756
518	0.008161530533
519	0.008147520966
520	0.008137211678
521	0.008117029822
522	0.008102844484
523	0.008094796014
524	0.00808668799
525	0.008079099897
526	0.008067647016
527	0.008057671666
528	0.008040739343
529	0.008030785746
530	0.008019937876
531	0.008006082784
532	0.007996938804
533	0.007985974291
534	0.00797154983
535	0.007953033498
536	0.007942334454
537	0.007930937845
538	0.007920091447
539	0.007912710961
540	0.007901634477
541	0.007893326279
542	0.007879177894
543	0.007867970217
544	0.00785644829
545	0.007839941604
546	0.007823120735
547	0.007801047368
548	0.00778352197
549	0.007759714967
550	0.007742207956
551	0.007730624468
552	0.00771831815
553	0.00770196396
554	0.00767165694
555	0.007660193147
556	0.00765292458
557	0.007637860709
558	0.007619795249
559	0.007608808559
560	0.007594684317
561	0.007572892022
562	0.007564315691
563	0.007540900428
564	0.007527170576
565	0.007516812414
566	0.007504669047
567	0.007493411899
568	0.007477425024
569	0.007455278142
570	0.007428126295
571	0.007423446269
572	0.007402546697
573	0.007384081725
574	0.00737380158
575	0.007365197695
576	0.007349566073
577	0.007323886716
578	0.007314540963
579	0.007304184465
580	0.007292248249
581	0.007283553975
582	0.007276282635
583	0.007258534046
584	0.007253871485
585	0.007238344981
586	0.007230497542
587	0.007216499596
588	0.007211168617
589	0.007197926572
590	0.007186267303
591	0.007174898134
592	0.00716099868
593	0.007155105761
594	0.007139168313
595	0.00712889949
596	0.007110775345
597	0.00709806246
598	0.007082863371
599	0.007066373973
600	0.007048802721
601	0.007035560862
602	0.007002894097
603	0.006994863015
604	0.006972089897
605	0.006965215405
606	0.00693907519
607	0.006925711516
608	0.006908106081
609	0.006887614791
610	0.006873421593
611	0.006865368224
612	0.006859746035
613	0.006850487791
614	0.006840470602
615	0.006834472114
616	0.006827546539
617	0.006812884222
618	0.006798571709
619	0.006790522769
620	0.006779329363
621	0.006770884707
622	0.00675954017
623	0.006755473425
624	0.006749189145
625	0.00673816056
626	0.006717102795
627	0.00670821645
628	0.006694909165
629	0.006684080464
630	0.00667705338
631	0.006670896141
632	0.006653099409
633	0.006645169202
634	0.006638812663
635	0.006632227319
636	0.006617875364
637	0.0066044005
638	0.006588469139
639	0.006581374857
640	0.006568581884
641	0.006562389922
642	0.006546068316
643	0.006540446298
644	0.006532934009
645	0.006525981534
646	0.006519652861
647	0.006506230631
648	0.006492500158
649	0.006479753601
650	0.006473250589
651	0.006465515151
652	0.00645917195
653	0.006440984955
654	0.006425987861
655	0.006416511151
656	0.00640996863
657	0.006399730095
658	0.006390755133
659	0.006385698427
660	0.006374018569
661	0.006352237151
662	0.00633962596
663	0.006318651884
664	0.006308609333
665	0.006292505446
666	0.006287368392
667	0.006273787486
668	0.006244634836
669	0.006233543238
670	0.006228609227
671	0.006219807018
672	0.006210430332
673	0.00619633768
674	0.006186508361
675	0.006167373619
676	0.006159968078
677	0.00615228083
678	0.006149327273
679	0.006139488323
680	0.006122439153
681	0.006116179943
682	0.006107221557
683	0.006098574705
684	0.006090414305
685	0.006079622745
686	0.006063144385
687	0.006055672038
688	0.006038209864
689	0.006030632941
